登録番号,資料名,材質＊,材質＊,材質＊,材質＊,材質＊,材質＊,材質＊,点数＊,状態＊,備考＊,収蔵場所,旧蔵者,受入年月,受入方法,収蔵場所,所蔵者,調査年月,調査者,撮影備考
ODK00402,柄杓,木,金属,,,,,,1点,,ODK00401に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00403,がんどう,金属,木,植物繊維,,,,,1点,,ODK00401に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00404,布製品,植物繊維,,,,,,,1点,,ODK00401に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00405,桶,木,金属,竹,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00406,桶,木(漆),竹,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00407,桶,木(漆),竹,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00408,こうり,竹,植物繊維,,,,,,1点,,ODK00409からODK00415、ODK00422からODK00425が入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00409,ちょうちん,紙,竹,木,金属,木(漆ヵ),,,1点,破損,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00410,笊,竹,植物繊維,,,,,,1点,破損,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00411,提灯,紙,竹,木,金属,木(漆ヵ),,,1点,破損,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00412,笊（めしざる）,竹,,,,,,,1点,破損,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00413,籠,竹,,,,,,,1点,破損,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00414,籠,植物繊維,,,,,,,1点,,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00415,箕,竹,金属,,,,,,1点,,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00416,かてきり,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00417,手編機,木,金属,合成樹脂,木(漆ヵ),,,,1点,,木箱入り。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00418,灯台ヵ,金属,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00419,投書箱,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00420,箱ちょうちん,木(漆),金属,紙,竹,植物繊維,,,1点,破損,ろうそく入り。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00421,箱ちょうちん,木,植物繊維,漆,竹,紙,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00422,座布団,植物繊維,,,,,,,1点,カビ,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00423,座布団,植物繊維,,,,,,,1点,カビ,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00424,座布団,植物繊維,,,,,,,1点,カビ,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00425,座布団,植物繊維,,,,,,,1点,カビ,ODK00408の中に入っていた。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00426,洗濯板,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00427,はばき,革,金属,,,,,,1対(2点),,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00428,かすり,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00429,台十能ヵ,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00430,スピーカー,金属,木,紙,革ヵ,植物繊維,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00431,ラジオ,木,金属,植物繊維,合成樹脂,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00432,湯桶,木(漆),,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00433,麦つぶし機ヵ,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00434,麦つぶし機ヵ,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00435,麦つぶし機ヵ,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00436,煙草盆,木,金属,竹,木(漆),,,,1揃(複数),欠損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00437,冷蔵庫,金属,合成樹脂,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00438,うす,木,,,,,,,1点,,中に物少しあり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00439,菓子道具,木,金属,,,,,,58点（内訳：17対(2点)、24点）,,2点で1セットのものが17対あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00440,バケツ等,金属,植物繊維,合成樹脂,木,,,,1揃(4点),破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00441,小手桶,木,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00442,板,木,金属,,,,,,1点,,ODK00442とODK00483は同一資料か。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00443,板,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00444,石,石,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00445,火鉢（小）,陶陶磁器,,,,,,,1点,,中に灰、新聞紙（1983年6月1日）あり。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00446,火鉢（小）,陶陶磁器,,,,,,,1点,,中に灰、新聞紙（1983年6月1日）あり。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00447,火鉢（小）,陶陶磁器,,,,,,,1点,,中に灰、広告あり。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00448,箱,木（塗）,,,,,,,1揃(6点),,内1点蓋付き。その中に5点入っていた。屋号は同じものがすべての箱に墨書で書かれている。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00449,粉とおし,木,金属,植物繊維,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00450,籠,竹,藁,木,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00451,籠,竹,藁,木,植物繊維,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00452,台,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00453,行火,陶陶磁器,紙,,,,,,1点,,中に灰あり。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00454,こたつ（枠）,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00455,やかん,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00456,湯たんぽ,陶陶磁器,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00457,鍋,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00458,水筒,木(漆),植物繊維,金属,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00459,鍋（注ぎ口付）,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00460,鍋（蓋付）,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00461,鍋,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00462,まな板,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00463,かばん,革,金属,植物繊維,,,,,1点,,手荷物札1枚あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00464,焼型,金属,木,,,,,,1揃(2点),,返し1点付属,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00465,焼型,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00466,鍋（蓋付）,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00467,謄写版,木,金属,植物繊維,紙,その他(インクあり),,,1揃(複数),,木箱入り。刷り途中原稿あり（北下巾運動会役員名簿）。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00468,謄写版,木,金属,植物繊維,紙,その他(インクあり),,,1揃(複数),,木箱入り。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00469,謄写版,木,金属,植物繊維,紙,その他(インクあり),,,1揃(複数),カビ,木箱入り。原稿あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00470,鍋,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00471,ナイフ・フォーク等セット,金属,その他(柄の部分動物の角ヵ合成樹脂ヵ),,,,,,1揃（19点、内訳：ナイフ6点・スプーン3点・フォーク10点),,箱入り。資料本体に刻印あり、メーカー・トレードマークか、不揃い。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00472,壺（蓋付）,陶陶磁器,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00473,鍋,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00474,器,金属（コーティング）,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00475,型,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00476,型,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00477,型,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00478,鍋（蓋付）,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00479,水桶（手提げ）,木,金属,植物繊維,,,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00480,かめ,陶陶磁器,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00481,かめ,陶陶磁器,,,,,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00482,書物入れ箱,木,金属,,,,,,1揃(複数),,中に物あり。ガラス乾板、ボタン等。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00483,箱,木,金属,,,,,,1点,破損,ODK00442とODK00483は同一資料か。,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00484,鍋,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00485,徳利,陶陶磁器,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00486,かめ,陶陶磁器,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00487,かめ,陶陶磁器,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00488,拍子木,木,,,,,,,1対(2点),,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00489,すり鉢,陶陶磁器,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00490,焼き型ヵ,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00491,徳利,陶陶磁器,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00492,かめ,陶陶磁器,,,,,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00493,柄杓,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00494,柄杓,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00495,洗面器,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00496,洗面器,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00497,蒸釜,金属,木,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00498,鍋台,金属,木,,,,,,1点,欠損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00499,馬具,植物繊維,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00500,看板,石,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00501,竈神型,石,紙,,,,,,1点,,型をとった形跡あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00502,竈神型,石,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00503,竈神型,石,紙,,,,,,1点,,型をとった形跡あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00504,提灯,木,紙,植物繊維,金属,その他(顔料ヵ),,,1点,破損,ODK00504-00505まで紙箱入り,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00505,提灯,木,紙,植物繊維,金属,合成樹脂,,,1点,破損,ODK00504-00505まで紙箱入り,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00506,棒秤,木,金属,植物繊維,,,,,1揃(2点),破損,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00507,竪杵,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00508,竪杵,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00509,天秤棒,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00510,農具ヵ,木,金属,植物繊維,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00511,棒秤,木,金属,植物繊維,,,,,1点,,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00512,棒秤,木,金属,植物繊維,,,,,1点,,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00513,棒秤,木,金属,植物繊維,,,,,1点,,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00514,棒秤,木,金属,植物繊維,,,,,1点,,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00515,棒秤,木,金属,植物繊維,,,,,1点,,棒に目盛あり,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00516,分銅,金属,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00517,分銅,金属,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00518,分銅,金属,植物繊維,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00519,槌（アオツチ）,木,金属,,,,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00520,横杵,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00521,槌（あおづつ）,木,金属,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00522,槌,木,,,,,,,1点,破損,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00523,杵,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00524,杵,木,,,,,,,1点,,,入り口右奥,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00525,皿,陶磁器,,,,,,,1揃(34点),,木箱入り。新聞紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00526,皿,陶陶磁器,,,,,,,1揃(19点),1枚欠損ヵ,木箱入り。新聞紙が間に挟まっている。箱に金属の取手あり。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00527,皿,陶陶磁器,,,,,,,1揃(20点),,木箱入り。紙、新聞紙が間に挟まっている。箱蓋割れ。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00528,皿,陶陶磁器,,,,,,,1揃(20点),破損,木箱入り。紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00529,膳,木(漆),,,,,,,1揃(4点),,木箱入り。新聞紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00530,膳,木(漆),,,,,,,1揃(4点),,木箱入り。新聞紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00531,膳,木(漆),,,,,,,1揃(4点),,木箱入り。新聞紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00532,膳,木(漆),,,,,,,1揃(4点),,木箱入り。新聞紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00533,椀,木(漆),,,,,,,20対(40点),,木箱入り。ティッシュが間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00534,椀,木(漆),,,,,,,3点×20揃,,木箱入り。ティッシュが間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00535,椀,木(漆),,,,,,,20対(40点),,木箱入り。ティッシュが間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00536,重箱,木(漆),,,,,,,1点（4段、蓋2点）,破損（傷あり）,木箱入り。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00537,重箱,木(漆),,,,,,,1点（4段、蓋2点）,破損（傷あり）,木箱入り。紙が間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00538,椀,木(漆),,,,,,,20対(40点),,木箱入り。新聞紙が間に挟まっている。箱に金属の取手あり。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00539,皿,陶陶磁器,,,,,,,20対(40点),,木箱入り。紙とティッシュが間に挟まっている。箱蓋割れ。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
